City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,new london,41.4834,-72.0662,12.49,95,100,4.63,US,1712849416
364,newnham,-41.3833,147.1333,9.53,87,75,2.57,AU,1712849416
365,bloomfield,40.8068,-74.1854,13.32,85,100,4.63,US,1712849271
366,pil'na,55.5539,45.9219,15.79,80,100,5.61,RU,1712849417
367,puerto madryn,-42.7692,-65.0385,14.69,44,77,6.11,AR,1712849268
368,eyl,7.9803,49.8164,28.49,78,4,4.93,SO,1712849417
369,port elizabeth,-33.918,25.5701,18.39,71,20,6.69,ZA,1712849418
370,machado,-21.6747,-45.9197,27.57,59,94,1.37,BR,1712849418
371,lompoc,34.6391,-120.4579,16.58,97,0,2.57,US,1712849418
372,bay roberts,47.5999,-53.2648,5.03,77,11,2.24,CA,1712849418
373,umba,66.6871,34.3429,3.0,89,100,10.08,RU,1712849419
374,hami,42.8,93.45,16.97,27,4,1.81,CN,1712849419
375,arraial do cabo,-22.9661,-42.0278,29.98,74,40,3.6,BR,1712849419
376,baruun-urt,46.6806,113.2792,9.91,39,69,3.74,MN,1712849419
377,gadzhiyevo,69.2551,33.3362,1.86,99,100,7.87,RU,1712849420
378,baijiantan,45.6333,85.1833,15.38,52,100,3.63,CN,1712849420
379,changji,44.0167,87.3167,16.44,41,0,0.0,CN,1712849420
380,zastron,-30.3023,27.084,11.53,32,0,5.61,ZA,1712849420
381,selkirk,50.1436,-96.8845,8.42,81,97,2.24,CA,1712849231
382,okakarara,-20.5833,17.4333,27.82,25,59,2.43,NA,1712849421
383,obsharovka,53.125,48.8531,14.05,70,85,3.42,RU,1712849421
384,punta del este,-34.9667,-54.95,18.06,64,75,4.12,UY,1712849401
385,jolo,6.05,121.0167,26.18,84,59,0.94,PH,1712849421
386,alice springs,-23.7,133.8833,9.75,71,2,2.57,AU,1712849422
387,kirakira,-10.4544,161.9205,25.61,87,60,1.67,SB,1712849422
388,barranca,-10.75,-77.7667,24.11,71,85,3.72,PE,1712849422
389,luwuk,-0.9516,122.7875,21.76,86,100,1.97,ID,1712849423
390,torres,-29.3353,-49.7269,23.79,94,100,3.69,BR,1712849423
391,sitka,57.0531,-135.33,0.94,80,20,2.57,US,1712849423
392,pathein,16.7833,94.7333,27.58,75,2,4.58,MM,1712849423
393,laojunmiao,39.8333,97.7333,10.87,23,10,1.26,CN,1712849423
394,kilju,40.9642,129.3278,9.7,74,10,1.13,KP,1712849424
395,secunderabad,17.5043,78.5426,30.79,40,75,2.57,IN,1712849424
396,namibe,-15.1961,12.1522,24.04,70,17,5.7,AO,1712849424
397,cidreira,-30.1811,-50.2056,20.34,87,100,8.9,BR,1712849424
398,geraldton,-28.7667,114.6,21.23,52,84,4.63,AU,1712849424
399,touros,-5.1989,-35.4608,30.16,69,66,3.45,BR,1712849425
400,rongelap,11.1635,166.8941,26.8,78,100,9.08,MH,1712849425
401,galliano,29.4422,-90.2992,19.0,68,100,7.72,US,1712849425
402,kajiado,-1.8524,36.7768,20.05,73,62,4.52,KE,1712849425
403,gargalianoi,37.0667,21.6333,21.31,65,14,1.67,GR,1712849425
404,ulsteinvik,62.3432,5.8487,9.5,93,100,11.18,NO,1712849426
405,jiran,24.3167,74.8833,27.79,37,93,0.24,IN,1712849426
406,shimoda,34.6667,138.95,13.39,82,100,4.84,JP,1712849426
407,akwatia,6.0402,-0.8088,31.76,59,100,1.26,GH,1712849426
408,isangel,-19.55,169.2667,25.65,88,50,1.2,VU,1712849427
409,hobyo,5.3505,48.5268,29.39,70,91,4.91,SO,1712849427
410,nouadhibou,20.931,-17.0347,25.99,57,0,5.14,MR,1712849427
411,tual,-5.6667,132.75,28.62,65,71,1.45,ID,1712849207
412,chorhat,24.4333,81.6833,29.37,33,6,6.13,IN,1712849428
413,rancho palos verdes,33.7445,-118.387,21.06,78,100,1.54,US,1712849318
414,kharsia,21.9667,83.1167,26.7,43,12,2.05,IN,1712849428
415,kili,5.6439,169.1211,27.4,84,100,7.42,MH,1712849428
416,port-cartier,50.0334,-66.8654,2.64,83,100,3.55,CA,1712849162
417,island harbour,50.724,-1.2758,17.33,90,99,3.58,GB,1712849429
418,kapa'a,22.0752,-159.319,22.99,91,20,2.06,US,1712849337
419,harrodsburg,37.7623,-84.8433,17.2,93,100,3.39,US,1712849429
420,yugorsk,61.3133,63.3319,-1.73,75,100,7.05,RU,1712849429
421,port hueneme,34.1478,-119.1951,20.65,94,100,2.06,US,1712849430
422,guasave,25.5667,-108.45,25.78,25,72,1.37,MX,1712849430
423,fort st. john,56.2499,-120.8529,1.94,75,75,2.57,CA,1712849430
424,childress,34.4264,-100.204,13.14,38,0,9.26,US,1712849189
425,bandarbeyla,9.4942,50.8122,28.26,80,4,3.4,SO,1712849431
426,vel'sk,61.0701,42.0983,9.59,82,30,5.36,RU,1712849431
427,cao bang,22.6667,106.25,23.4,97,67,1.45,VN,1712849431
428,labasa,-16.4167,179.3833,24.44,94,68,1.96,FJ,1712849431
429,dunedin,-45.8742,170.5036,8.22,99,100,3.13,NZ,1712849431
430,muromtsevo,56.3724,75.2418,-4.48,84,75,2.2,RU,1712849432
431,grandola,38.1772,-8.5668,25.89,44,69,4.93,PT,1712849432
432,maumere,-8.6199,122.2111,25.72,79,79,2.35,ID,1712849432
433,prince rupert,54.3161,-130.3201,4.83,88,100,8.75,CA,1712849432
434,kodiak,57.79,-152.4072,-1.27,80,100,0.0,US,1712849433
435,hamilton,39.1834,-84.5333,16.78,96,100,6.17,US,1712849302
436,holualoa,19.6228,-155.9522,21.91,87,0,5.66,US,1712849354
437,cruz del eje,-30.7264,-64.8039,18.95,60,100,3.76,AR,1712849433
438,saint-francois,46.4154,3.9054,19.26,42,0,1.54,FR,1712849434
439,narasapur,16.45,81.6667,27.21,77,3,4.19,IN,1712849377
440,yuli,9.6989,10.2744,40.99,4,18,3.51,NG,1712849434
441,kokopo,-4.352,152.2633,25.13,89,100,1.88,PG,1712849434
442,alofi,-19.0595,-169.9187,21.94,94,19,0.51,NU,1712849434
443,lucapa,-8.4192,20.7447,25.24,78,100,0.5,AO,1712849434
444,san antonio de pale,-1.4014,5.6325,26.32,81,100,4.87,GQ,1712849434
445,nelson bay,-32.7167,152.15,18.33,94,28,3.13,AU,1712849435
446,namdrik,5.5994,168.1028,27.48,83,99,7.84,MH,1712849435
447,dahab,28.501,34.5134,25.98,36,0,4.69,EG,1712849435
448,rio gallegos,-51.6226,-69.2181,8.03,61,0,7.2,AR,1712849435
449,afaahiti,-17.75,-149.2833,25.93,82,55,7.98,PF,1712849435
450,fuglafjordur,62.244,-6.814,9.26,85,55,10.79,FO,1712849435
451,nantucket,41.2835,-70.0995,10.08,99,100,5.14,US,1712849354
452,laguna,38.421,-121.4238,18.32,78,0,0.45,US,1712849329
453,tianpeng,30.9866,103.9393,22.26,67,100,0.72,CN,1712849436
454,kolonia,50.9333,6.95,17.64,63,40,1.54,DE,1712849333
455,volchikha,52.0333,80.3833,2.21,92,100,1.34,RU,1712849436
456,east ballina,-28.8667,153.5833,15.44,83,77,4.76,AU,1712849436
457,serowe,-22.3833,26.7167,22.45,40,75,4.79,BW,1712849437
458,lazaro cardenas,17.9583,-102.2,26.18,63,0,1.62,MX,1712849200
459,sinop,41.7711,34.8709,11.89,93,97,2.02,TR,1712849437
460,vorkuta,67.5,64.0,-12.16,82,100,4.92,RU,1712849437
461,smithers,54.7804,-127.1743,0.18,100,100,1.03,CA,1712849437
462,mullsjo,63.7,19.7,3.94,96,100,2.07,SE,1712849438
463,christchurch,-43.5333,172.6333,12.17,94,100,7.72,NZ,1712849358
464,korla,41.7597,86.1469,19.5,20,54,3.11,CN,1712849438
465,alo,7.4178,6.7371,36.9,32,72,2.11,NG,1712849438
466,bridgewater,44.3835,-64.5155,5.79,81,100,5.14,CA,1712849438
467,myrina,39.8797,25.0742,20.58,43,0,5.14,GR,1712849438
468,raduzhny,62.0961,77.475,-21.77,96,31,1.68,RU,1712849439
469,lushun,38.8,121.2667,13.12,75,0,5.07,CN,1712849439
470,lata,40.1629,-8.3327,27.82,46,87,3.15,PT,1712849439
471,banapur,19.7833,85.1833,29.64,48,78,2.11,IN,1712849439
472,cronulla,-34.05,151.15,16.26,85,9,4.12,AU,1712849439
473,sarajevo,43.8486,18.3564,19.95,52,0,4.63,BA,1712849259
474,naama,33.2667,-0.3167,19.63,19,1,9.55,DZ,1712849440
475,hotan,37.0997,79.9269,19.79,11,90,3.4,CN,1712849440
476,balakhta,55.38,91.6,-1.35,85,100,3.41,RU,1712849440
477,teluknaga,-6.0989,106.6381,29.02,79,40,1.54,ID,1712849440
478,cabedelo,-6.9811,-34.8339,31.37,74,100,4.25,BR,1712849440
479,moyale,3.5167,39.0584,24.11,71,48,2.24,KE,1712849441
480,ugoofaaru,5.6667,73.0,29.84,74,27,4.25,MV,1712849441
481,san jose del guaviare,2.5729,-72.6459,34.36,45,16,1.69,CO,1712849441
482,puerto aysen,-45.4,-72.7,13.05,60,1,1.78,CL,1712849441
483,bochum,51.4833,7.2167,15.92,77,100,0.45,DE,1712849387
484,santa cruz,-17.8,-63.1667,23.7,94,100,6.17,BO,1712849260
485,qujing,25.4833,103.7833,16.85,37,0,2.29,CN,1712849442
486,sundsvall,62.3913,17.3063,4.98,87,100,2.06,SE,1712849427
487,praya,14.9215,-23.5087,26.3,53,20,5.14,CV,1712849442
488,pointe-noire,-4.7761,11.8635,31.04,70,20,6.17,CG,1712849443
489,glace bay,46.1969,-59.957,8.97,55,20,4.47,CA,1712849443
490,machico,32.7,-16.7667,26.18,49,0,4.63,PT,1712849443
491,salinas,36.6777,-121.6555,20.38,82,0,1.54,US,1712849443
492,moengo,5.6167,-54.4,32.88,48,96,3.0,SR,1712849443
493,xinyuan,37.3,99.0,2.59,18,46,1.76,CN,1712849444
494,katabu,-4.9333,122.5167,24.09,96,100,0.74,ID,1712849444
495,madagali,10.8902,13.6312,39.05,7,68,4.59,NG,1712849444
496,charles city,43.0664,-92.6724,11.95,89,75,8.75,US,1712849444
497,mermoz boabab,14.7065,-17.4758,34.31,69,0,5.14,SN,1712849444
498,naze,28.3667,129.4833,18.51,84,29,2.06,JP,1712849388
499,morondava,-20.2833,44.2833,27.58,78,100,7.21,MG,1712849445
500,mahajanga,-15.7167,46.3167,30.01,74,20,2.57,MG,1712849445
501,oppdal,62.5943,9.6912,5.85,92,100,4.74,NO,1712849445
502,mitu,1.1983,-70.1733,32.81,54,97,0.76,CO,1712849445
503,lanzhou,36.0564,103.7922,16.56,23,15,1.39,CN,1712849446
504,urengoy,65.9667,78.3667,-23.88,99,16,3.35,RU,1712849446
505,ishigaki,24.3448,124.1572,24.07,88,75,2.57,JP,1712849446
506,eagan,44.8041,-93.1669,12.99,65,40,5.66,US,1712849327
507,kimbe,-5.5502,150.1429,24.57,91,100,1.2,PG,1712849447
508,i-n-salah,27.1935,2.4607,30.8,10,0,8.18,DZ,1712849447
509,terrigal,-33.45,151.45,16.13,87,6,4.14,AU,1712849447
510,tarko-sale,64.9225,77.785,-22.37,94,34,4.27,RU,1712849447
511,takelsa,36.7833,10.6333,16.41,61,41,6.51,TN,1712849448
512,pangody,65.85,74.4859,-18.92,88,67,6.46,RU,1712849448
513,ghat,24.9647,10.1728,35.97,7,0,6.18,LY,1712849448
514,aripuana,-9.1667,-60.6333,29.56,80,86,0.73,BR,1712849448
515,saipan,15.1355,145.701,27.39,78,40,7.2,MP,1712849449
516,hadibu,12.65,54.0333,28.74,74,3,0.77,YE,1712849449
517,sarina,-21.4333,149.2167,18.12,1,5,2.29,AU,1712849449
518,t'ongch'on-up,38.9539,127.8917,11.46,80,0,3.92,KP,1712849449
519,khandyga,62.6667,135.6,-1.29,86,100,3.15,RU,1712849449
520,vodnyy,63.5046,53.4095,4.12,90,100,6.17,RU,1712849450
521,ibradi,37.0969,31.5992,17.27,50,63,0.8,TR,1712849236
522,goundam,16.4145,-3.6708,42.25,7,56,4.14,ML,1712849450
523,peterborough,52.5736,-0.2478,19.06,68,40,7.2,GB,1712849450
524,polyarnyy,69.1989,33.4478,1.62,99,100,8.0,RU,1712849450
525,montevallo,33.1007,-86.8642,20.19,87,75,5.66,US,1712849314
526,tralee,52.2704,-9.7026,14.14,94,75,6.17,IE,1712849451
527,zag,46.9441,99.165,2.19,50,42,3.51,MN,1712849451
528,toyooka,35.5333,134.8333,11.63,87,96,2.52,JP,1712849451
529,brugnera,45.9044,12.5264,25.67,43,0,1.03,IT,1712849451
530,tolanaro,-25.0319,46.9987,25.04,78,40,4.12,MG,1712849452
531,mossel bay,-34.1831,22.146,17.96,68,0,3.51,ZA,1712849452
532,tangalle,6.024,80.7911,27.09,84,79,3.33,LK,1712849452
533,camarinas,43.1311,-9.1817,23.29,72,90,1.11,ES,1712849452
534,bayanhongor,46.7167,100.1167,0.67,43,45,2.79,MN,1712849453
535,taoudenni,22.6783,-3.9836,38.54,8,0,8.52,ML,1712849453
536,vangaindrano,-23.35,47.6,24.4,86,96,4.8,MG,1712849453
537,labytnangi,66.6572,66.4183,-9.79,86,100,7.53,RU,1712849453
538,novodvinsk,64.4165,40.8122,5.86,97,100,8.35,RU,1712849453
539,whakatane,-37.9585,176.9854,20.84,94,99,5.36,NZ,1712849454
540,port saint john's,-31.6229,29.5448,18.44,61,6,8.47,ZA,1712849454
541,moron,-34.6534,-58.6198,19.41,68,23,6.71,AR,1712849201
542,saint-valery-en-caux,49.8667,0.7333,15.98,90,100,3.39,FR,1712849454
543,el granada,37.5027,-122.4694,17.46,84,20,0.89,US,1712849455
544,gorontalo,0.5412,123.0595,23.02,89,74,1.41,ID,1712849455
545,norfolk,42.1668,-71.2495,10.61,93,100,3.09,US,1712849208
546,ketchikan,55.3422,-131.6461,4.26,87,100,2.57,US,1712849455
547,minzhu,43.7286,127.3447,9.31,81,76,2.37,CN,1712849455
548,portland,45.5234,-122.6762,9.5,89,75,2.06,US,1712849265
549,aleksandrovsk-sakhalinskiy,50.8975,142.1561,3.09,89,84,8.17,RU,1712849456
550,kailua-kona,19.6406,-155.9956,23.98,86,0,5.66,US,1712849323
551,saldanha,-33.0117,17.9442,27.03,62,0,6.78,ZA,1712849456
552,vidyayevo,69.3191,32.8049,1.27,99,100,7.51,RU,1712849456
553,chulym,55.0997,80.9572,-3.94,82,100,4.73,RU,1712849456
554,mountain home,43.133,-115.6912,9.52,55,0,5.14,US,1712849265
555,mar del plata,-38.0023,-57.5575,14.41,61,75,3.13,AR,1712848887
556,holmestrand,59.4876,10.3176,18.37,52,1,4.34,NO,1712849457
557,garachico,28.7781,-17.7646,22.06,64,0,7.2,ES,1712849457
558,forster,-32.1667,152.5167,12.38,100,66,3.52,AU,1712849457
559,egilsstadir,65.2653,-14.3948,2.95,75,75,6.69,IS,1712849457
560,spring creek,40.7266,-115.5859,6.83,37,4,0.89,US,1712849192
561,camocim,-2.9022,-40.8411,29.61,71,98,1.61,BR,1712849458
562,santiago del torno,-17.9833,-63.3833,23.1,93,100,2.88,BO,1712849458
563,karachi,24.9056,67.0822,26.9,61,1,2.57,PK,1712849458
564,portrush,55.1959,-6.6493,16.93,65,100,4.92,GB,1712849458
565,gidam,18.9833,81.4,25.1,48,58,1.83,IN,1712849458
566,nema,57.5067,50.5011,12.14,91,100,6.67,RU,1712849458
567,palmer,42.1584,-72.3287,11.4,82,100,2.57,US,1712849459
568,morehead city,34.7229,-76.726,21.0,85,100,6.26,US,1712849429
569,oroqen zizhiqi,50.5667,123.7167,4.16,73,95,1.26,CN,1712849459
570,sucua,-2.4667,-78.1667,29.05,55,44,2.19,EC,1712849459
571,westport,41.1415,-73.3579,13.03,92,100,6.17,US,1712849214
572,kingston,17.997,-76.7936,31.53,66,20,9.77,JM,1712849436
573,beyneu,45.3167,55.2,14.19,54,1,9.46,KZ,1712849459
574,sokoni,-6.4333,39.55,28.87,79,12,5.28,TZ,1712849460
575,inhambane,-23.865,35.3833,23.99,78,75,6.17,MZ,1712849460
576,ludus,46.4833,24.1,26.33,27,0,2.57,RO,1712849460
577,haiku-pauwela,20.9219,-156.3051,23.36,83,0,4.02,US,1712849460
578,bisbee,31.4482,-109.9284,18.92,22,0,2.68,US,1712849460
579,dul'durga,50.6761,113.5931,4.77,59,63,2.65,RU,1712849460
